UC Campus,CC,UC Course Requirement,Courses Group 1,Courses Group 2,Courses Group 3,Courses Group 4
University of California Berkeley,Santa Rosa Junior College,MATH 1A,MATH 1A,,,
University of California Berkeley,Santa Rosa Junior College,MATH 1B,MATH 1B,,,
University of California Berkeley,Santa Rosa Junior College,MATH 53,MATH 1B; MATH 1C,,,
University of California Berkeley,Santa Rosa Junior College,MATH 54,MATH 2; MATH 5,,,
University of California Berkeley,Santa Rosa Junior College,PHYSICS 7A,PHYS 40; PHYS 41,,,
University of California Berkeley,Santa Rosa Junior College,PHYSICS 7B,PHYS 41; PHYS 42,,,
University of California Berkeley,Santa Rosa Junior College,ENGLISH R1A,ENGL 1A,EMLS 10,,
University of California Berkeley,Santa Rosa Junior College,ENGLISH R1B,ENGL 5,,,
University of California Berkeley,Santa Rosa Junior College,ASTRON 7A,Not Articulated,,,
University of California Berkeley,Santa Rosa Junior College,ASTRON 7B,Not Articulated,,,
University of California Berkeley,Santa Rosa Junior College,BIOLOGY 1A; BIOLOGY 1AL,BIO 2.2; BIO 2.1,,,
University of California Berkeley,Santa Rosa Junior College,BIOLOGY 1B,BIO 2.2; BIO 2.3,BIO 10,,
University of California Berkeley,Santa Rosa Junior College,CHEM 1A; CHEM 1AL,CHEM 3A; CHEM 3AL,,,
University of California Berkeley,Santa Rosa Junior College,CHEM 1B,CHEM 3B,,,
University of California Berkeley,Santa Rosa Junior College,CHEM 3A; CHEM 3AL,CHEM 8,CHEM 12A,,
University of California Berkeley,Santa Rosa Junior College,CHEM 3B; CHEM 3BL,CHEM 12B,,,
University of California Berkeley,Santa Rosa Junior College,MCELLBI 32; MCELLBI 32L,PHYSIO 1,,,
University of California Berkeley,Santa Rosa Junior College,PHYSICS 7C,PHYS 42; PHYS 43,,,
University of California Berkeley,Santa Rosa Junior College,COMPSCI 61A,Not Articulated,,,
University of California Berkeley,Santa Rosa Junior College,COMPSCI 61B,CS 10C,,,
University of California Berkeley,Santa Rosa Junior College,COMPSCI 61C,Not Articulated,,,
University of California Berkeley,Santa Rosa Junior College,COMPSCI 70,Not Articulated,,,
University of California Berkeley,Santa Rosa Junior College,EECS 16A,Not Articulated,,,
University of California Berkeley,Santa Rosa Junior College,EECS 16B,Not Articulated,,,
University of California Davis,Santa Rosa Junior College,ECS 020,MATH 4,,,
University of California Davis,Santa Rosa Junior College,ECS 036A,CS 17.11,,,
University of California Davis,Santa Rosa Junior College,ECS 036B,CS 10C,,,
University of California Davis,Santa Rosa Junior College,ECS 036C,Not Articulated,,,
University of California Davis,Santa Rosa Junior College,ECS 050,CS 12,,,
University of California Davis,Santa Rosa Junior College,MAT 021A,MATH 1A,,,
University of California Davis,Santa Rosa Junior College,MAT 021B,MATH 1B,,,
University of California Davis,Santa Rosa Junior College,MAT 021C,MATH 1C,,,
University of California Davis,Santa Rosa Junior College,MAT 022A,MATH 5,,,
University of California Davis,Santa Rosa Junior College,MAT 027A,Not Articulated,,,
University of California Davis,Santa Rosa Junior College,MAT 067,Not Articulated,,,
University of California Davis,Santa Rosa Junior College,BIS 002A,BIO 2.1,,,
University of California Davis,Santa Rosa Junior College,BIS 002B,BIO 2.2; BIO 2.3,,,
University of California Davis,Santa Rosa Junior College,BIS 002C,BIO 2.2; BIO 2.3,,,
University of California Davis,Santa Rosa Junior College,CHE 002A; CHE 002B; CHE 002C,CHEM 3A; CHEM 3AL; CHEM 3B,,,
University of California Davis,Santa Rosa Junior College,CHE 004A,Not Articulated,,,
University of California Davis,Santa Rosa Junior College,CHE 004B,Not Articulated,,,
University of California Davis,Santa Rosa Junior College,CHE 004C,Not Articulated,,,
University of California Davis,Santa Rosa Junior College,PHY 009A,PHYS 40,,,
University of California Davis,Santa Rosa Junior College,PHY 009B,PHYS 41,,,
University of California Davis,Santa Rosa Junior College,PHY 009C,PHYS 42,,,
University of California Irvine,Santa Rosa Junior College,I&C SCI 31; I&C SCI 32; I&C SCI 33,Not Articulated,,,
University of California Irvine,Santa Rosa Junior College,MATH 2A,MATH 1A,,,
University of California Irvine,Santa Rosa Junior College,MATH 2B,MATH 1B,,,
University of California Irvine,Santa Rosa Junior College,MATH 3A,MATH 5,,,
University of California Irvine,Santa Rosa Junior College,I&C SCI 6N,Not Articulated,,,
University of California Irvine,Santa Rosa Junior College,I&C SCI 6B,Not Articulated,,,
University of California Irvine,Santa Rosa Junior College,I&C SCI 6D,MATH 4,,,
University of California Irvine,Santa Rosa Junior College,I&C SCI 45C,Not Articulated,,,
University of California Irvine,Santa Rosa Junior College,I&C SCI 46,CS 10C; CS 17.11,,,
University of California Irvine,Santa Rosa Junior College,I&C SCI 51,Not Articulated,,,
University of California Irvine,Santa Rosa Junior College,I&C SCI 53,Not Articulated,,,
University of California Irvine,Santa Rosa Junior College,IN4MATX 43,Not Articulated,,,
University of California Irvine,Santa Rosa Junior College,STATS 67,Not Articulated,,,
University of California Los Angeles,Santa Rosa Junior College,COM SCI 31,Not Articulated,,,
University of California Los Angeles,Santa Rosa Junior College,COM SCI 32,CS 10C,,,
University of California Los Angeles,Santa Rosa Junior College,COM SCI 33,Not Articulated,,,
University of California Los Angeles,Santa Rosa Junior College,COM SCI 35L,Not Articulated,,,
University of California Los Angeles,Santa Rosa Junior College,COM SCI M51A,Not Articulated,,,
University of California Los Angeles,Santa Rosa Junior College,EC ENGR M16,Not Articulated,,,
University of California Los Angeles,Santa Rosa Junior College,MATH 31A,MATH 1A,,,
University of California Los Angeles,Santa Rosa Junior College,MATH 31B,MATH 1B,,,
University of California Los Angeles,Santa Rosa Junior College,MATH 32A,MATH 1C,,,
University of California Los Angeles,Santa Rosa Junior College,MATH 32B,MATH 1C,,,
University of California Los Angeles,Santa Rosa Junior College,MATH 33A,MATH 5,,,
University of California Los Angeles,Santa Rosa Junior College,MATH 33B,MATH 2,,,
University of California Los Angeles,Santa Rosa Junior College,MATH 61,MATH 4,,,
University of California Los Angeles,Santa Rosa Junior College,PHYSICS 1A; PHYSICS 1B; PHYSICS 1C,PHYS 40; PHYS 41; PHYS 42,,,
University of California Los Angeles,Santa Rosa Junior College,PHYSICS 4AL,Not Articulated,,,
University of California Los Angeles,Santa Rosa Junior College,PHYSICS 4BL,Not Articulated,,,
University of California Los Angeles,Santa Rosa Junior College,ENGCOMP 3,ENGL 1A,,,
University of California Los Angeles,Santa Rosa Junior College,,ENGL 1B,ENGL 5,,
University of California Los Angeles,Santa Rosa Junior College,,CS 10A,,,
University of California Merced,Santa Rosa Junior College,CSE 022,CS 10A,,,
University of California Merced,Santa Rosa Junior College,CSE 030,CS 10C,,,
University of California Merced,Santa Rosa Junior College,MATH 021,MATH 1A,,,
University of California Merced,Santa Rosa Junior College,MATH 022,MATH 1B,,,
University of California Merced,Santa Rosa Junior College,MATH 023,MATH 1C,,,
University of California Merced,Santa Rosa Junior College,MATH 024,MATH 2; MATH 5,,,
University of California Merced,Santa Rosa Junior College,PHYS 008; PHYS 008L,PHYS 40; PHYS 41,,,
University of California Merced,Santa Rosa Junior College,PHYS 009; PHYS 009L,PHYS 41; PHYS 42,,,
University of California Merced,Santa Rosa Junior College,CSE 015,Not Articulated,,,
University of California Merced,Santa Rosa Junior College,CSE 022,CS 10A,,,
University of California Merced,Santa Rosa Junior College,CSE 024,Not Articulated,,,
University of California Merced,Santa Rosa Junior College,CSE 030,CS 10C,,,
University of California Merced,Santa Rosa Junior College,CSE 031,CS 12,,,
University of California Merced,Santa Rosa Junior College,ENGR 065,ENGR 16,,,
University of California Merced,Santa Rosa Junior College,ENGR 091,Not Articulated,,,
University of California Merced,Santa Rosa Junior College,MATH 032,Not Articulated,,,
University of California Merced,Santa Rosa Junior College,ENGR 080,Not Articulated,,,
University of California Merced,Santa Rosa Junior College,WRI 001,ENGL 1A,EMLS 10,,
University of California Merced,Santa Rosa Junior College,WRI 010,ENGL 1B,ENGL 5,PHIL 5,COMM 9
University of California Riverside,Santa Rosa Junior College,CS 10A,CS 10A,CS 17.11,,
University of California Riverside,Santa Rosa Junior College,CS 10B,CS 10C,,,
University of California Riverside,Santa Rosa Junior College,MATH 9A; MATH 9B; MATH 9C,MATH 1A; MATH 1B,,,
University of California Riverside,Santa Rosa Junior College,PHYS 40A,PHYS 40,,,
University of California Riverside,Santa Rosa Junior College,CS 11,MATH 4,,,
University of California Riverside,Santa Rosa Junior College,CS 10C,CS 10A; CS 10C,,,
University of California Riverside,Santa Rosa Junior College,CS 61,CS 12,,,
University of California Riverside,Santa Rosa Junior College,MATH 10A,MATH 1C,,,
University of California Riverside,Santa Rosa Junior College,PHYS 40B,PHYS 40; PHYS 41,,,
University of California Riverside,Santa Rosa Junior College,PHYS 40C,PHYS 42,,,
University of California Riverside,Santa Rosa Junior College,EE 20B,Not Articulated,,,
University of California Riverside,Santa Rosa Junior College,MATH 31,MATH 5,,,
University of California San Diego,Santa Rosa Junior College,CSE 8A,CS 10A; CS 10B,,,
University of California San Diego,Santa Rosa Junior College,CSE 8B,Not Articulated,,,
University of California San Diego,Santa Rosa Junior College,CSE 11,CS 17.11,,,
University of California San Diego,Santa Rosa Junior College,CSE 12,Not Articulated,,,
University of California San Diego,Santa Rosa Junior College,CSE 15L,Not Articulated,,,
University of California San Diego,Santa Rosa Junior College,CSE 20,MATH 4,,,
University of California San Diego,Santa Rosa Junior College,CSE 21,Not Articulated,,,
University of California San Diego,Santa Rosa Junior College,CSE 30,CS 12,,,
University of California San Diego,Santa Rosa Junior College,MATH 18,MATH 5,,,
University of California San Diego,Santa Rosa Junior College,MATH 20A,MATH 1A,,,
University of California San Diego,Santa Rosa Junior College,MATH 20B,MATH 1B,,,
University of California San Diego,Santa Rosa Junior College,MATH 20C,MATH 1C,,,
University of California San Diego,Santa Rosa Junior College,BILD 1,BIO 2.1; BIO 2.2; BIO 2.3,,,
University of California San Diego,Santa Rosa Junior College,BILD 2,BIO 2.1; BIO 2.2; BIO 2.3,,,
University of California San Diego,Santa Rosa Junior College,BILD 3,BIO 2.1; BIO 2.2; BIO 2.3,,,
University of California San Diego,Santa Rosa Junior College,CHEM 6A,CHEM 3A,,,
University of California San Diego,Santa Rosa Junior College,CHEM 6B,CHEM 3A; CHEM 3B,,,
University of California San Diego,Santa Rosa Junior College,PHYS 2A,PHYS 40,,,
University of California San Diego,Santa Rosa Junior College,PHYS 2B,PHYS 42,,,
University of California San Diego,Santa Rosa Junior College,PHYS 4A,Not Articulated,,,
University of California San Diego,Santa Rosa Junior College,PHYS 4B,Not Articulated,,,
University of California Santa Barbara,Santa Rosa Junior College,MATH 3A,MATH 1A,,,
University of California Santa Barbara,Santa Rosa Junior College,MATH 3B,MATH 1B,,,
University of California Santa Barbara,Santa Rosa Junior College,MATH 4A,MATH 5,,,
University of California Santa Barbara,Santa Rosa Junior College,MATH 4B,MATH 2,,,
University of California Santa Barbara,Santa Rosa Junior College,CMPSC 16,CS 10B; CS 10C,,,
University of California Santa Barbara,Santa Rosa Junior College,CMPSC 24,Not Articulated,,,
University of California Santa Barbara,Santa Rosa Junior College,CMPSC 40,MATH 4,,,
University of California Santa Barbara,Santa Rosa Junior College,CMPSC 32,Not Articulated,,,
University of California Santa Barbara,Santa Rosa Junior College,CMPSC 64,CS 12,,,
University of California Santa Barbara,Santa Rosa Junior College,MATH 6A,MATH 1C,,,
University of California Santa Barbara,Santa Rosa Junior College,PHYS 1,PHYS 40,,,
University of California Santa Barbara,Santa Rosa Junior College,PHYS 2,PHYS 40; PHYS 41,,,
University of California Santa Barbara,Santa Rosa Junior College,PHYS 3; PHYS 3L,PHYS 41; PHYS 42,,,
University of California Santa Barbara,Santa Rosa Junior College,PHYS 6A; PHYS 6AL; PHYS 6B; PHYS 6BL; PHYS 6C; PHYS 6CL,PHYS 20A; PHYS 20B,,,
University of California Santa Barbara,Santa Rosa Junior College,PHYS 7A,PHYS 40,,,
University of California Santa Barbara,Santa Rosa Junior College,PHYS 7B,PHYS 41; PHYS 42,,,
University of California Santa Barbara,Santa Rosa Junior College,PHYS 7C,PHYS 41; PHYS 42,,,
University of California Santa Barbara,Santa Rosa Junior College,PHYS 7D,PHYS 41; PHYS 43,,,
University of California Santa Barbara,Santa Rosa Junior College,PHYS 7L,PHYS 40; PHYS 41,,,
University of California Santa Barbara,Santa Rosa Junior College,CHEM 1A; CHEM 1AL; CHEM 1B; CHEM 1BL; CHEM 1C; CHEM 1CL,CHEM 3A; CHEM 3AL; CHEM 3B,,,
University of California Santa Barbara,Santa Rosa Junior College,MCDB 1A; MCDB 1LL,BIO 2.1; BIO 2.2; BIO 2.3,,,
University of California Santa Barbara,Santa Rosa Junior College,MCDB 1B,BIO 2.1; BIO 2.2; BIO 2.3,,,
University of California Santa Barbara,Santa Rosa Junior College,PSTAT 120A,Not Articulated,,,
University of California Santa Cruz,Santa Rosa Junior College,CSE 12,CS 12,,,
University of California Santa Cruz,Santa Rosa Junior College,CSE 16,MATH 4,,,
University of California Santa Cruz,Santa Rosa Junior College,CSE 30,CS 10C,,,
University of California Santa Cruz,Santa Rosa Junior College,MATH 19A,MATH 1A,,,
University of California Santa Cruz,Santa Rosa Junior College,MATH 19B,MATH 1B,,,
University of California Santa Cruz,Santa Rosa Junior College,AM 10,MATH 5,,,
University of California Santa Cruz,Santa Rosa Junior College,MATH 21,MATH 5,,,
University of California Santa Cruz,Santa Rosa Junior College,AM 30,MATH 1C,,,
University of California Santa Cruz,Santa Rosa Junior College,MATH 23A,MATH 1C,,,
